,m318,m858,m50,m527,m1198,m904,m260,m750,m912,m2762,m913,m1193,m923,m908,m1221,m593,m1252,m2028,m1136,m2324,m1234,m2858,m2571,m1197,m1233,m1196,m296,m1213,m541,m608,m1225,m969,m1278,m919,m1247,m1208,m2804,m110,m2692,m1617,m3114,m1219,m1304,m1358,m1242,m111,m1288,m1704,m1214,m3147,m1240,m1,m1230,m1089,m1291,m2396,m1200,m2997,m1294,m1036,m2918,m1222,m47,m3578,m1258,m457,m1259,m1090,m1387,m356,m1206,m2959,m150,m1307,m924,m589,m1961,m3421,m1610,m3671,m1210,m1394,m3471,m2194,m920,m1674,m1270,m1079,m2791,m1097,m1265,m1784,m223,m32,m1954,m1220,m2268,m2599,m3481,m590
u5336,,5.0,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,5.0,,,,,,4.0,,4.0,,,5.0,,,,,,4.0,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,
u5337,,,,,5.0,,5.0,,,,,,,,,,,,5.0,,5.0,,,5.0,,5.0,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,5.0,,,,,,,,5.0,5.0,,,4.0,,,,,,,,,,,5.0,,,4.0,,,,,,,5.0,5.0,,,,,,5.0,4.0,,4.0,,,5.0,,,5.0,,,,
u5338,,,,,,,5.0,,,,,,,,,,,,,,,5.0,4.0,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,4.0,5.0,,,,,5.0,,,,,,,,,3.0,,,,4.0,,,,,,
u5339,5.0,,,5.0,5.0,,4.0,,,5.0,,,,,,5.0,,5.0,5.0,,,3.0,5.0,4.0,,5.0,,,5.0,,,,,,,4.0,3.0,5.0,,5.0,5.0,,,,5.0,,,4.0,4.0,,4.0,4.0,,,5.0,,5.0,,,4.0,,5.0,5.0,,,4.0,4.0,,,4.0,5.0,,,,,5.0,,,4.0,,5.0,,,4.0,,,5.0,,,,,,,,3.0,,,,,
u534,,,,4.0,,,,3.0,5.0,,5.0,,,,,,,,,,,,,4.0,1.0,5.0,,,5.0,,,4.0,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,5.0,,,,,,5.0,,,,5.0,,,3.0,,,,5.0,,,,3.0,,,,,,5.0,,,,,,,,,
u5340,3.0,,,4.0,,,,,,4.0,,,,,,,,,,2.0,,5.0,,,,,,4.0,,,,,,,,,,,4.0,5.0,,,4.0,4.0,,,,3.0,,,,,,,,5.0,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,5.0,4.0,4.0
u5341,,5.0,,,5.0,,5.0,,,5.0,,,,,3.0,,,,,,,4.0,,3.0,,,,,,,5.0,,,,5.0,,4.0,,,,,,,,,4.0,,,,,4.0,,,,,,,,2.0,3.0,3.0,,,,5.0,,,,,,,,,,,,,,,,4.0,3.0,,,,3.0,5.0,,,3.0,,,,,4.0,,,,,
u5342,,4.0,,,5.0,,4.0,,,5.0,,,,,3.0,5.0,,5.0,,,,4.0,4.0,,,4.0,3.0,,,3.0,,,,,,,,5.0,,,,,5.0,4.0,,,,4.0,4.0,,4.0,4.0,,,4.0,3.0,4.0,,,4.0,,3.0,,,,,,5.0,5.0,5.0,,,5.0,,,5.0,,,5.0,,4.0,,,4.0,,,5.0,,,,,,,,5.0,,,,,5.0
u5343,,,,5.0,,,,,,5.0,,,,,5.0,5.0,,5.0,,,,5.0,,4.0,,,,,,5.0,,,,5.0,,,,,,4.0,5.0,,,,,,,,,,,5.0,5.0,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,5.0,,,,,,,,,,
u5344,,4.0,,5.0,,,1.0,,4.0,,,4.0,,,4.0,,,,4.0,,5.0,3.0,,,,1.0,,,,,4.0,,4.0,4.0,4.0,,,,,,,4.0,4.0,,,4.0,,5.0,,,,,4.0,,,4.0,,,4.0,,1.0,,,,,,,,4.0,3.0,,,4.0,4.0,4.0,,4.0,,,4.0,1.0,,,,4.0,4.0,,1.0,,3.0,,4.0,,,,,,4.0,,4.0
u5345,,5.0,,,5.0,,5.0,,,,,,,,5.0,,,,5.0,,,5.0,5.0,5.0,,5.0,,,,,,,5.0,,,,,5.0,,,,,,,,,,,5.0,,4.0,5.0,,,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,,,4.0,,,,4.0,,5.0,,5.0,,4.0,,,3.0,,4.0,5.0,,5.0,,,3.0,4.0,4.0,,5.0,5.0,5.0,,5.0,,,4.0,,
u5346,,5.0,,,,,,,4.0,4.0,,,,,4.0,5.0,4.0,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5347,,,,,,,,,,5.0,,,,,,,,5.0,,,,5.0,5.0,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,4.0,,,,4.0,,5.0,,,,,,,,5.0,,,3.0,5.0,,4.0,,,,5.0,,,5.0,,5.0,,,,,,5.0,,,,5.0,5.0,4.0,5.0,,,,5.0,,
u5348,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
u5349,5.0,,4.0,4.0,,,,,,4.0,,5.0,,,,2.0,,4.0,4.0,5.0,,5.0,3.0,4.0,,4.0,,,,5.0,5.0,,,,,,5.0,,,2.0,,,5.0,,,,,5.0,,,,,5.0,,,5.0,,5.0,,,5.0,,,,,,5.0,,,,,,5.0,5.0,,3.0,4.0,,,,,,,,,5.0,5.0,,,5.0,5.0,5.0,3.0,,,4.0,4.0,,4.0,
u535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
u5350,,5.0,,,4.0,,4.0,,,5.0,,,,,5.0,,5.0,5.0,,,,4.0,5.0,3.0,,5.0,,,5.0,,,3.0,,5.0,,,,5.0,,5.0,,,3.0,,4.0,,,,5.0,,4.0,4.0,,,4.0,,3.0,4.0,,3.0,,,,5.0,,3.0,2.0,,,,,5.0,,,,3.0,,,3.0,,3.0,,,3.0,,,,,,1.0,,,,,3.0,2.0,,,,3.0
u5351,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,3.0,,,,,5.0
u5352,5.0,,,,,,5.0,,,,,5.0,,,,5.0,,,,,5.0,,,,,,,,,5.0,5.0,5.0,,5.0,3.0,,,5.0,,,,,5.0,,,,,,,,,,3.0,,,3.0,,,2.0,,,,,,5.0,4.0,,,3.0,5.0,,,5.0,,,4.0,,,,,5.0,5.0,3.0,,,4.0,5.0,4.0,,5.0,4.0,5.0,,,5.0,,,,,
u5353,5.0,5.0,5.0,5.0,5.0,,,,4.0,,,5.0,3.0,,5.0,5.0,4.0,5.0,,,,,,,,5.0,5.0,,4.0,4.0,3.0,,,3.0,,4.0,,5.0,,5.0,,4.0,,,,4.0,4.0,4.0,4.0,,,,3.0,,,5.0,,,,4.0,,,,,,,,4.0,,,3.0,,,4.0,4.0,,,,,,,,5.0,,5.0,,4.0,,,5.0,,4.0,3.0,,4.0,,,,,
u5354,,,,,,,4.0,,,,,,,,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,
u5355,4.0,5.0,,,4.0,,5.0,,2.0,5.0,,4.0,3.0,,5.0,4.0,,4.0,4.0,,3.0,5.0,5.0,3.0,4.0,5.0,3.0,,,4.0,4.0,4.0,,5.0,4.0,,,4.0,,,,3.0,,,4.0,,,4.0,4.0,,,2.0,3.0,,5.0,5.0,,4.0,4.0,,,,,5.0,,,4.0,2.0,,,,,4.0,,4.0,,,4.0,5.0,,4.0,,5.0,,,,3.0,,3.0,3.0,4.0,4.0,,,,,2.0,,,4.0
u5356,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5357,,,,,,,3.0,,,5.0,,,,,,4.0,,,,,,5.0,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,
u5358,,5.0,,,4.0,,,,,,,,,,,,,3.0,,,,,,,5.0,3.0,,,,,,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,3.0,,,,4.0,4.0,,,,,,,,,,,,,,,4.0,,,,
u5359,5.0,5.0,5.0,4.0,5.0,,5.0,,5.0,5.0,,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,4.0,5.0,4.0,3.0,,3.0,4.0,,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,4.0,,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,4.0,5.0,,,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,5.0,4.0,,,5.0,5.0,,3.0,,5.0,4.0,,5.0,,,4.0,,,5.0,5.0,5.0,,4.0,5.0,,4.0,1.0,4.0,5.0
u536,,4.0,,,5.0,,5.0,,,,,,,,3.0,,,5.0,,,,,4.0,4.0,3.0,5.0,,,4.0,,,,4.0,5.0,,,2.0,,,4.0,5.0,5.0,,,4.0,,4.0,,5.0,,5.0,5.0,,,5.0,,5.0,,,5.0,,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,,,,,5.0,,5.0,,,5.0,,5.0,3.0,,5.0,,,5.0,5.0,,,,,,,4.0,4.0,,,,
u5360,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5361,1.0,4.0,,,3.0,,3.0,,,,,2.0,,,,,,,,,5.0,,,2.0,,,,,,,,,,4.0,3.0,,,,,,,,4.0,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,3.0,,,,4.0,4.0,,,,,4.0,3.0,3.0,,,,,4.0,4.0,,,4.0,2.0,3.0,,,4.0,,4.0,,,5.0
u5362,,,,,,,,,3.0,1.0,4.0,,5.0,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,4.0,,
u5363,,4.0,,5.0,5.0,,4.0,,4.0,4.0,,,,,,,4.0,5.0,,,,,,4.0,5.0,5.0,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,4.0,,,5.0,,,,,,,,,,5.0,,,,,,4.0,,,5.0,,4.0,,,,5.0,5.0,4.0,,,,,,,,,,,,,
u5364,5.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,,,,5.0,5.0,5.0,,5.0,,5.0,4.0,5.0,5.0,,,5.0,,5.0,,5.0,,,,5.0,4.0,,5.0,,4.0,5.0,,5.0,,,3.0,3.0,,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,,5.0,,5.0,5.0,,,5.0,5.0,5.0,,5.0,,5.0,3.0,4.0,,4.0,,3.0,,,,5.0,,5.0,,5.0,4.0,,4.0,,3.0,,5.0,4.0,5.0,3.0,4.0,5.0,,
u5365,4.0,,5.0,3.0,,,,,,5.0,,,,,,4.0,,5.0,,,,5.0,5.0,,,5.0,5.0,4.0,,,,,,,,,,,,5.0,4.0,,,,,,,,,5.0,,4.0,,,,,,5.0,,,,,5.0,5.0,,,,,,,,5.0,4.0,,,5.0,,,4.0,,,,,,,,,,,,4.0,5.0,5.0,,,,,,,
u5366,4.0,,5.0,4.0,,,,5.0,,2.0,,,,,,4.0,5.0,,,,,,4.0,4.0,,,4.0,4.0,,4.0,,,,,,,,4.0,,5.0,,,,,,,,,,,,3.0,,3.0,,3.0,,5.0,,,,4.0,5.0,,,4.0,,,,3.0,,5.0,,,,4.0,,,4.0,,,,,,,,,,,,4.0,,3.0,5.0,,,,2.0,,
u5367,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0
u5368,,,5.0,,,,4.0,,,,,4.0,,,,,,,,,,5.0,5.0,,,4.0,,,5.0,4.0,,,,,,,,,,4.0,,,,,,,,,3.0,,,,,1.0,,,,5.0,,,,,4.0,,,3.0,,,,,,5.0,,,5.0,5.0,,,3.0,,4.0,,4.0,,2.0,,3.0,,,,,,,4.0,,,,,,
u5369,,5.0,5.0,,5.0,5.0,,,,3.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,5.0,2.0,,4.0,,3.0,3.0,5.0,,5.0,3.0,3.0,,,4.0,4.0,,,,5.0,,,5.0,,,5.0,5.0,,,,4.0,,5.0,4.0,3.0,,,3.0,,4.0,4.0,3.0,3.0,,,4.0,4.0,,5.0,,,,4.0,4.0,,4.0,,4.0,5.0,4.0,,5.0,,3.0,,4.0,4.0,,,5.0,4.0,1.0,4.0,,2.0,4.0,,3.0,5.0,
u537,4.0,,,,4.0,5.0,4.0,5.0,5.0,,5.0,5.0,,,,,5.0,3.0,4.0,5.0,3.0,,,,,4.0,,5.0,5.0,4.0,4.0,,,,5.0,4.0,,4.0,,4.0,,5.0,4.0,4.0,,,,,4.0,,,,4.0,,,5.0,,5.0,4.0,,,,,,,,,,2.0,,5.0,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,
u5370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,
u5371,5.0,4.0,5.0,5.0,4.0,,3.0,4.0,,4.0,,5.0,5.0,,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,,,,5.0,5.0,5.0,4.0,,4.0,,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,,3.0,5.0,5.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,,4.0,,4.0,,,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,,,4.0,,,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,3.0,3.0,,5.0,
u5372,5.0,,4.0,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,5.0,,5.0,4.0,,
u5373,,,,,5.0,,5.0,,,,,,,,,,,,5.0,,,4.0,5.0,5.0,,4.0,,,,,,,,,,,,5.0,4.0,,,,3.0,,,,,,,,5.0,,,,,,,,,,,3.0,,5.0,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,
u5374,,,,,,,,,,,4.0,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,
u5375,,4.0,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5376,3.0,5.0,4.0,4.0,5.0,,4.0,5.0,,,,,2.0,,5.0,5.0,5.0,5.0,,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,3.0,4.0,5.0,,4.0,,,,,,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,3.0,4.0,5.0,,4.0,5.0,,3.0,4.0,4.0,4.0,5.0,4.0,5.0,,,5.0,,2.0,3.0,4.0,,4.0,3.0,4.0,,,,4.0,4.0,,3.0,4.0,,5.0,3.0,4.0,3.0,2.0,4.0,,5.0,3.0,,4.0,,,4.0,4.0
u5377,4.0,,4.0,,3.0,,,,,5.0,,,,,,5.0,,,,,,5.0,,2.0,,,5.0,5.0,,4.0,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,3.0,,,,4.0,,4.0,,,,,,,2.0,,,,,,,,3.0,,,,,3.0,5.0,,3.0,,,,,,,,,,
u5378,,,,,,,,,4.0,5.0,5.0,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,5.0,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,5.0,,
u5379,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u538,4.0,,,4.0,5.0,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,4.0,,5.0,,,,,,,4.0,5.0,,,,,4.0,,3.0,,,,,,,,,,,5.0,4.0,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,
u5380,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5381,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,3.0,,,,,,,,,
u5382,,,,,5.0,,5.0,,,5.0,,,,,,,,,5.0,,,,,5.0,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,5.0,,,,,,5.0,,5.0,,4.0,,,,5.0,,,,,
u5383,,,,,,5.0,5.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,
u5384,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,5.0,,,5.0,,,,4.0,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,5.0,,,4.0,,,,,,,,,,,,,,,
u5385,,4.0,,,5.0,,5.0,,,5.0,,4.0,,,3.0,,,,,,,5.0,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,5.0,,,,4.0,,,,,3.0,,,4.0,,,,,,,4.0,,5.0,,4.0,,,,4.0,,,4.0,,,,5.0,5.0,,,,4.0,
u5386,,4.0,,,,,5.0,,,5.0,,,,,,,,5.0,5.0,,,5.0,5.0,,,5.0,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,4.0,4.0,,,,,5.0,,,,4.0,,,3.0,4.0,5.0,,,,,,,,,4.0,4.0,,,,,,,,,
u5387,,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,5.0,,5.0,4.0,3.0,,5.0,4.0,,5.0,5.0,,5.0,5.0,4.0,5.0,,,,5.0,4.0,4.0,4.0,3.0,5.0,,,5.0,,5.0,,5.0,5.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,2.0,,4.0,4.0,4.0,5.0,,,5.0,3.0,4.0,5.0,,1.0,5.0,5.0,,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,2.0,,4.0,4.0,4.0,2.0
u5388,,,,5.0,5.0,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5389,,,,,,,,4.0,4.0,5.0,4.0,,,,5.0,,,,,,,5.0,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,,4.0,5.0,5.0,,,,,,4.0,,,,,,,3.0,,,,4.0,5.0,,,,,4.0,,5.0,,,,4.0,,,5.0,,,5.0,3.0,,,,,,
u539,,,,,4.0,,5.0,,,,,,,,,3.0,,5.0,,,,,4.0,5.0,,4.0,,,,,,,,,,,,4.0,,,3.0,,3.0,,,,,,4.0,,,4.0,,,4.0,,4.0,,,,,4.0,,4.0,,3.0,,,3.0,,,,,,,,,,4.0,,3.0,,,4.0,,,,,,,,,,,,,,,,
u5390,,5.0,4.0,,5.0,,5.0,,,4.0,,,,,5.0,,,5.0,5.0,,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,,5.0,,5.0,5.0,5.0,,,,5.0,,5.0,,,4.0,,5.0,5.0,5.0,,4.0,,4.0,4.0,,4.0,5.0,3.0,4.0,,5.0,5.0,4.0,5.0,,,,5.0,4.0,,,,,,,,,4.0,,5.0,4.0,4.0,5.0,5.0,,5.0,,,,5.0,,,,,3.0,,5.0,4.0,4.0,,,5.0
u5391,,,,,,,,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5392,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,4.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,4.0,,
u5393,4.0,5.0,,4.0,,,,,5.0,,,,,,5.0,,,5.0,,,,,,4.0,,4.0,5.0,5.0,,,,,,,3.0,4.0,4.0,5.0,,,,,,,4.0,4.0,,5.0,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,3.0,5.0,4.0,,,,4.0,,4.0,,,5.0,,4.0,,,3.0
u5394,5.0,5.0,5.0,,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,,5.0,5.0,4.0,,4.0,5.0,4.0,4.0,5.0,4.0,,4.0,3.0,4.0,3.0,4.0,,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,4.0,,,,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0
u5395,,,5.0,,,5.0,5.0,4.0,,5.0,5.0,5.0,,5.0,,,5.0,,,,,4.0,,,,,,,,,5.0,4.0,,4.0,,,,,,5.0,,,,,,,,,,,,,4.0,,,5.0,,5.0,,,,,,,,,,,,3.0,5.0,,,4.0,4.0,,,,,5.0,,,,,,,,,,4.0,4.0,4.0,,,,,,,4.0,
u5396,,,,,5.0,,5.0,,,5.0,,,,,,,,5.0,,,,,3.0,3.0,,5.0,,,5.0,,,,,,,,,,3.0,,,,,,,,,,5.0,,5.0,5.0,,,5.0,,5.0,2.0,,4.0,,5.0,5.0,,,,,,5.0,,4.0,3.0,,,,2.0,,,3.0,,4.0,,,,,,4.0,,,3.0,,,,4.0,,,,,,
u5397,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,,5.0,3.0,4.0,5.0,5.0,,4.0,5.0,,5.0,5.0,3.0,5.0,,5.0,5.0,5.0,,4.0,4.0,3.0,,4.0,5.0,5.0,4.0,5.0,,5.0,2.0,4.0,4.0,4.0,,5.0,4.0,,,,4.0,1.0,3.0,5.0,,5.0,,4.0,,,5.0,,5.0,3.0,3.0,3.0,5.0,,3.0,4.0,5.0,5.0,,3.0,4.0,4.0,,4.0,,,4.0,,,4.0,,,4.0,,3.0,3.0,5.0,3.0,5.0,4.0,,3.0,5.0,,4.0,
u5398,,,,,,,,,,5.0,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5399,,,,,,,,,,5.0,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,
u54,,,,,,,4.0,,,,,5.0,,,,,,,4.0,,4.0,,,,,,,,,,,,5.0,,,,,,,,2.0,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,4.0,,4.0,,,,,,5.0,5.0,,,,,,,,,,,
u540,5.0,,,2.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,4.0,2.0,1.0,,,,,1.0,,,4.0,5.0,,,,,,,,,5.0,,,,,,5.0,,,,5.0,,,,,,,,,,,,,4.0,3.0,,,,,,,,,1.0,,,,,,,,,2.0,2.0,,5.0,5.0,,,,,,
u5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5401,4.0,5.0,,5.0,,,,,,,,,,,,5.0,,3.0,4.0,5.0,,5.0,,,,,5.0,,,4.0,,,,,,,5.0,,,,,,,4.0,,,,5.0,,,,4.0,,,,5.0,,3.0,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,4.0,,,,,,4.0,,,,,5.0,5.0,,,,,,4.0
